OID_,Join_Count,LILATracts,LILATrac_1,LILATrac_2,LILATrac_3,MedianFami,TractHUNV,TractSNAP,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,OBESITY_CrudePrev,Shape_Length,Shape_Area
1069,6,0,0,0,0,54.6,377,108,6037208301,0.8871,0.4631,0.9995,0.7695,0.8828,30.1,0.018514069,9.71486E-06
1070,5,0,0,0,0,64.9,416,144,6037208000,0.9207,0.3286,0.8814,0.6348,0.8033,26.8,0.064197106,9.27922E-05
1071,4,0,0,0,0,33.3,455,56,6037208502,0.867,0.6135,0.9303,0.9484,0.9425,28,0.029912235,2.53495E-05
1072,7,0,0,0,0,38.6,575,162,6037208401,0.8644,0.6753,0.9905,0.9236,0.9482,27.4,0.027245805,2.2405E-05
1073,7,0,0,0,0,37.3,406,119,6037208401,0.8644,0.6753,0.9905,0.9236,0.9482,27.4,0.027245805,2.2405E-05
1074,4,0,0,0,0,24.7,154,145,6037195720,0.5959,0.5404,0.8385,0.9704,0.8254,25.1,0.032992339,2.824E-05
1075,5,0,0,0,0,40.1,522,194,6037208301,0.8871,0.4631,0.9995,0.7695,0.8828,30.1,0.018514069,9.71486E-06
1076,4,0,0,0,0,27.8,670,285,6037208000,0.9207,0.3286,0.8814,0.6348,0.8033,26.8,0.064197106,9.27922E-05
1077,4,0,1,0,1,33.3,613,248,6037203500,0.7061,0.8384,0.904,0.984,0.9448,29.8,0.059070132,0.0001611
1078,4,0,0,0,0,9.5,93,169,6037123103,0.6364,0.6665,0.6842,0.5497,0.6592,26,0.055020834,8.80179E-05
1079,5,0,0,0,0,9.2,26,50,6037101122,0.1614,0.369,0.1713,0.064,0.0839,20.8,0.106864123,0.000264523
1080,4,0,0,0,0,15.9,21,62,6037106010,0.5689,0.812,0.6068,0.2663,0.5502,26.7,0.095129895,0.000246656
1081,7,0,0,0,0,12.7,53,0,6037273800,0.091,0.0307,0.1775,0.5014,0.1017,20.9,0.097261274,7.21535E-05
1082,4,0,0,0,0,22.6,126,39,6037275102,0.6486,0.3815,0.6479,0.8127,0.6882,25.5,0.045252647,6.0777E-05
1083,3,0,0,0,0,4.9,100,27,6037275302,0.2325,0.2846,0.1704,0.3308,0.2138,20.1,0.063070318,0.000174728
1084,5,0,0,0,0,16.2,84,0,6037275302,0.2325,0.2846,0.1704,0.3308,0.2138,20.1,0.063070318,0.000174728
1085,5,0,0,0,0,6.3,136,210,6037275200,0.6151,0.0377,0.6311,0.6949,0.501,23.7,0.034745627,4.51038E-05
1086,6,0,0,0,0,5.1,65,10,6037276000,0.0404,0.2129,0.1844,0.0861,0.0411,19.4,0.095634389,0.000228566
1087,6,0,0,0,0,15.1,172,107,6037235100,0.5556,0.2914,0.5389,0.4767,0.4972,30.1,0.082022489,0.000114501
1088,4,0,0,0,0,8.5,31,23,6037276400,0.1553,0.1759,0.0613,0.1076,0.0588,20.7,0.047975161,0.000124311
1089,4,0,0,0,0,9.1,18,16,6037276400,0.1553,0.1759,0.0613,0.1076,0.0588,20.7,0.047975161,0.000124311
1090,7,0,0,0,0,8.8,27,44,6037275602,0.1171,0.0259,0.21,0.2173,0.0435,17.5,0.107035786,0.00023936
1091,5,0,0,0,0,37.7,474,224,6037190901,0.7555,0.1467,0.901,0.9712,0.8311,28.1,0.027730556,4.7892E-05
1092,2,0,0,0,0,5.6,12,0,6037201120,0.8101,0.7356,0.8064,0.4058,0.7357,28.1,0.060607867,7.67338E-05
1093,4,0,0,0,0,4.9,30,0,6037117302,0.4465,0.4243,0.4324,0.5888,0.4823,21,0.081873385,0.000200766
1094,5,0,0,0,0,14.7,59,8,6037115201,0.4854,0.0791,0.3695,0.8409,0.4748,20.4,0.066335411,0.000134796
1095,3,0,1,0,0,25.4,227,213,6037243100,0.9872,0.8566,0.8894,0.9368,0.9871,37.6,0.049026464,5.91345E-05
1096,2,0,0,0,0,5.9,62,96,6037543503,0.4637,0.275,0.6544,0.9643,0.6699,25.24,0.022351441,1.20842E-06
1097,3,0,0,0,0,13,12,103,6037291300,0.2151,0.6264,0.6094,0.4425,0.4155,16.8,0.097580917,0.000233855
1098,3,0,1,0,0,41.4,280,278,6037203710,0.803,0.7136,0.9496,0.3994,0.7604,32.4,0.029853639,2.73603E-05
1099,4,0,0,0,0,21.1,80,97,6037203900,0.8719,0.7207,0.9788,0.7322,0.8971,29.5,0.051016256,4.32901E-05
1100,5,0,0,0,0,35.1,269,188,6037203720,0.8814,0.8602,0.9913,0.5916,0.8978,34.6,0.032843508,3.13442E-05
1101,6,0,0,0,0,25.2,177,157,6037204300,0.9485,0.9593,0.97,0.9167,0.991,33.9,0.043274349,6.27806E-05
1102,5,0,0,0,0,31,111,141,6037203900,0.8719,0.7207,0.9788,0.7322,0.8971,29.5,0.051016256,4.32901E-05
1103,5,0,0,0,0,22.8,157,207,6037204120,0.8619,0.7803,0.939,0.6571,0.8741,30.2,0.027254802,2.5717E-05
1104,6,0,1,0,0,20.7,57,119,6037204810,0.8588,0.7209,0.9976,0.596,0.8586,31.7,0.043999438,7.5429E-05
1105,7,0,0,0,0,39,157,126,6037203900,0.8719,0.7207,0.9788,0.7322,0.8971,29.5,0.051016256,4.32901E-05
1106,4,0,1,0,1,46.4,196,216,6037204700,0.8136,0.6727,0.9553,0.5932,0.8168,29.6,0.051904322,9.88944E-05
1107,5,0,0,0,0,26.6,138,193,6037203900,0.8719,0.7207,0.9788,0.7322,0.8971,29.5,0.051016256,4.32901E-05
1108,5,0,1,0,0,20.4,183,179,6037124102,0.5344,0.0959,0.6412,0.665,0.51,27.1,0.032006019,6.34779E-05
1109,4,0,0,0,0,0,0,0,6037143100,0.2977,0.0212,0.3096,0.606,0.2177,20.3,0.058386449,0.000173368
1110,4,0,0,0,0,51.3,1005,319,6037206031,0.1416,0.006,0.4234,0.6756,0.1566,16.9,0.115367449,0.000459892
1111,5,0,0,0,0,27.7,392,10,6037207301,0.4883,0.183,0.5592,0.6647,0.502,24.1,0.066405721,4.17892E-05
1112,6,0,1,0,0,21.6,173,96,6037212800,0.5469,0.2187,0.7611,0.3485,0.4915,23.2,0.063856331,7.647E-05
1113,5,0,0,0,0,13.1,147,202,6037216200,0.2436,0.0961,0.5194,0.6227,0.335,21.3,0.067282411,9.31202E-05
1114,5,0,1,0,0,29.1,288,96,6037218210,0.8739,0.4352,0.879,0.9297,0.9062,32.8,0.025634503,3.63927E-05
1115,7,0,0,0,0,19.7,233,120,6037212800,0.5469,0.2187,0.7611,0.3485,0.4915,23.2,0.063856331,7.647E-05
1116,5,0,0,0,0,28.8,302,208,6037218120,0.6936,0.4118,0.9831,0.8981,0.8336,26.9,0.026353499,4.34412E-05
1117,6,0,0,0,0,18.2,213,48,6037188100,0.325,0.0403,0.6058,0.6932,0.3645,24.6,0.074239382,0.000206003
1118,7,0,1,0,1,22.8,442,275,6037216900,0.3816,0.1686,0.5785,0.6361,0.4457,23.9,0.045261587,0.000106503
1119,5,0,1,0,0,20.3,57,163,6037218500,0.6904,0.4069,0.794,0.4916,0.6515,31.1,0.042877482,5.11902E-05
1120,5,0,0,0,0,22.1,294,78,6037217200,0.4281,0.3809,0.6494,0.8695,0.6264,26.4,0.04734486,8.98908E-05
1121,7,0,1,0,0,29.1,203,208,6037218300,0.6621,0.1939,0.5946,0.4445,0.5242,30.9,0.055883949,8.81687E-05
1122,4,0,1,0,1,27,234,172,6037218500,0.6904,0.4069,0.794,0.4916,0.6515,31.1,0.042877482,5.11902E-05
1123,4,0,1,0,0,21.5,129,131,6037218800,0.5647,0.1611,0.9152,0.9578,0.7435,28,0.028129477,3.99889E-05
1124,4,0,0,0,0,6.4,45,76,6037219500,0.4527,0.6648,0.63,0.0872,0.3704,24.1,0.037500258,5.42379E-05
1125,6,0,0,0,0,29.1,282,263,6037218702,0.8348,0.5499,0.9074,0.9224,0.9086,33.3,0.032346924,3.50373E-05
1126,4,0,1,0,1,28.3,393,277,6037219300,0.8113,0.7525,0.8638,0.9599,0.9393,33.7,0.032999005,6.37135E-05
1127,6,0,0,0,0,6.3,77,0,6037137000,0.2371,0.4802,0.2393,0.3211,0.2669,20.5,0.127876074,0.000295492
1128,2,0,0,0,0,0,0,0,6037930101,0.1339,0.3338,0.5894,0.0687,0.1555,25.24,0.119061095,4.07064E-08
1129,7,0,0,0,0,14.6,146,173,6037101110,0.6572,0.6858,0.4662,0.8721,0.7248,24.8,0.058626006,0.00011208
1130,3,0,0,0,0,31.1,81,284,6037104103,0.4486,0.4472,0.7447,0.5682,0.5613,26.9,0.048482402,9.10075E-05
1131,4,0,1,0,0,17.3,64,138,6037104201,0.8534,0.6371,0.9597,0.2878,0.7352,30.9,0.05202105,0.000105961
1132,6,0,1,0,0,18.8,64,126,6037104201,0.8534,0.6371,0.9597,0.2878,0.7352,30.9,0.05202105,0.000105961
1133,4,0,0,0,0,41.2,181,353,6037104105,0.8583,0.83,0.8772,0.9074,0.9443,29.4,0.051952518,5.72563E-05
1134,5,0,0,0,0,11.3,187,46,6037128400,0.3483,0.1971,0.5642,0.1239,0.2424,23.3,0.104655907,0.000168952
1135,5,0,0,0,0,3.5,123,14,6037275602,0.1171,0.0259,0.21,0.2173,0.0435,17.5,0.107035786,0.00023936
1136,5,0,0,0,0,8.7,64,26,6037276100,0.2671,0.0648,0.4366,0.3784,0.2299,24.6,0.121967461,9.34511E-05
1137,4,0,0,0,0,8.8,70,62,6037143500,0.3623,0.3675,0.156,0.5271,0.3434,21,0.066234945,0.000121816
1138,7,0,0,0,0,4.6,57,8,6037143700,0.1687,0.0156,0.0379,0.2259,0.0237,19.7,0.122093256,0.000323037
1139,9,0,0,0,0,3.4,20,36,6037141202,0.3512,0.2311,0.2226,0.1023,0.1577,20.4,0.068180477,6.87329E-05
1140,6,0,0,0,0,5.5,98,9,6037143602,0.3319,0.1018,0.1604,0.6794,0.3049,20.4,0.051974263,0.000117974
1141,5,0,0,0,0,4.8,39,0,6037141700,0.0508,0.1097,0.1123,0.0083,0.0034,19.1,0.102018504,0.000316409
1142,8,0,0,0,0,4.6,34,0,6037143500,0.3623,0.3675,0.156,0.5271,0.3434,21,0.066234945,0.000121816
1143,6,0,0,0,0,5.2,31,56,6037181000,0.2133,0.4469,0.4434,0.5332,0.3691,18.4,0.122215852,0.000402053
1144,5,0,0,0,0,15,161,84,6037181300,0.2232,0.3181,0.4369,0.3266,0.2821,18.1,0.075049032,0.000141267
1145,4,0,0,0,0,17.5,167,147,6037183101,0.4747,0.9136,0.6537,0.1823,0.5142,24.8,0.057909979,9.55612E-05
1146,5,0,0,0,0,19,33,73,6037183220,0.7125,0.626,0.7626,0.8466,0.7991,24.6,0.038349361,5.33455E-05
1147,6,0,0,0,0,12.4,50,41,6037183300,0.5256,0.3479,0.7261,0.4858,0.5465,23.1,0.030436425,5.30172E-05
1148,5,0,0,0,0,30.4,169,105,6037183510,0.6601,0.3243,0.7209,0.3283,0.5469,25.2,0.042667083,4.80855E-05
1149,3,0,0,0,0,27.4,204,197,6037183520,0.8918,0.6783,0.8564,0.9197,0.9342,29.1,0.028266878,4.18332E-05
1150,4,0,0,0,0,31,268,272,6037183610,0.8865,0.7349,0.8676,0.8232,0.9091,28.1,0.051053111,3.6277E-05
