OID_,Join_Count,LILATracts,LILATrac_1,LILATrac_2,LILATrac_3,MedianFami,TractHUNV,TractSNAP,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,OBESITY_CrudePrev,Shape_Length,Shape_Area
1,1,0,0,0,0,1.9,53,33,6037544002,0.629,0.5361,0.7702,0.3603,0.5962,25.24,0.007524911,2.31388E-08
2,1,0,1,0,0,17.9,44,198,6037294110,0.8269,0.7955,0.7627,0.4038,0.7449,29.2,0.061000425,9.47664E-05
3,4,0,0,0,0,15.9,97,120,6037139502,0.5486,0.1597,0.3045,0.2581,0.3213,21.1,0.075778709,0.000101276
4,3,0,0,0,0,23.4,236,70,6037139502,0.5486,0.1597,0.3045,0.2581,0.3213,21.1,0.075778709,0.000101276
5,4,0,0,0,0,17.4,271,65,6037139303,0.5091,0.2895,0.4418,0.8585,0.5834,23.7,0.037178962,4.06209E-05
6,4,0,0,0,0,6.7,79,61,6037137103,0.1212,0.3109,0.2973,0.5761,0.2817,19.1,0.058048628,7.4603E-05
7,6,0,0,0,0,7.2,34,44,6037134904,0.4993,0.3361,0.6595,0.9462,0.6841,25.1,0.048895604,0.000101563
8,3,0,0,0,0,23.8,167,61,6037134520,0.7011,0.5918,0.8723,0.9921,0.9184,26.9,0.081114946,9.4596E-05
9,2,0,0,0,0,5.3,68,16,6037101300,0.4081,0.3298,0.2061,0.491,0.3574,21.9,0.086514599,0.00025123
10,5,0,0,0,0,19.2,559,108,6037134903,0.5196,0.032,0.6861,0.4878,0.3947,23.1,0.054355409,5.52943E-05
11,5,0,0,0,0,7.1,105,47,6037134905,0.3148,0.0533,0.38,0.4086,0.234,20.4,0.115531198,0.000253134
12,3,0,0,0,0,12.1,115,46,6037134903,0.5196,0.032,0.6861,0.4878,0.3947,23.1,0.054355409,5.52943E-05
13,4,0,0,0,0,17.5,137,133,6037134001,0.7188,0.2958,0.9028,0.4716,0.6621,28.7,0.06090212,5.70147E-05
14,4,0,1,0,0,19.1,127,110,6037131701,0.7467,0.6595,0.6353,0.6857,0.7317,25,0.03224306,6.4522E-05
15,4,0,0,0,0,11.1,168,133,6037128801,0.3447,0.1217,0.4021,0.2539,0.2385,21.6,0.028837779,4.72613E-05
16,4,0,0,0,0,39.1,165,74,6037127711,0.6939,0.1089,0.5941,0.3155,0.4651,26.3,0.042423311,9.25661E-05
17,3,0,1,0,0,21.5,156,101,6037127606,0.6135,0.664,0.7236,0.492,0.6429,26.5,0.029227933,5.32282E-05
18,3,0,1,0,1,26.6,229,59,6037127603,0.9179,0.7482,0.8309,0.7495,0.8942,30.6,0.037914691,4.23704E-05
19,3,0,0,0,0,27.5,214,105,6037124000,0.4082,0.6936,0.2108,0.2746,0.3508,20.1,0.060758286,0.000131544
20,3,0,1,0,1,33.7,143,125,6037124204,0.804,0.0685,0.7414,0.8267,0.6966,30,0.031976087,3.17136E-05
21,3,0,1,0,0,30.7,154,187,6037124203,0.6574,0.0582,0.6757,0.6895,0.5527,27.6,0.049432602,3.17118E-05
22,4,0,0,0,0,38,124,59,6037124102,0.5344,0.0959,0.6412,0.665,0.51,27.1,0.032006019,6.34779E-05
23,3,0,1,0,0,40.2,55,126,6037124103,0.7085,0.7818,0.8232,0.8388,0.8394,28.4,0.024720006,3.16793E-05
24,3,0,0,0,0,21.9,96,135,6037122120,0.8297,0.7565,0.8135,0.5625,0.7985,27.8,0.041608761,7.03762E-05
25,6,1,1,1,0,26.9,100,301,6037121010,0.5761,0.5291,0.6997,0.5757,0.6258,24.8,0.076358853,0.000199407
26,3,0,1,0,0,10.7,25,50,6037121221,0.7349,0.2062,0.7572,0.3912,0.5899,26.9,0.046458795,4.85655E-05
27,5,0,0,0,0,31,42,166,6037102103,0.4497,0.2498,0.3779,0.1098,0.245,20.9,0.052901742,0.00011642
28,6,0,0,0,0,36.2,167,179,6037117510,0.8192,0.5461,0.8966,0.7264,0.8237,31.5,0.045111833,3.2926E-05
29,3,0,0,0,0,17.3,290,68,6037124902,0.6686,0.6302,0.5031,0.8182,0.7054,23.9,0.025101297,3.31903E-05
30,3,0,0,0,0,27.1,184,85,6037124104,0.7376,0.1203,0.7057,0.593,0.6097,27,0.024734013,3.17307E-05
31,5,0,0,0,0,17.9,95,53,6037123901,0.718,0.2731,0.6722,0.6927,0.6627,26.7,0.05028406,0.000126048
32,9,0,0,0,0,13.1,89,89,6037102107,0.3774,0.2208,0.2781,0.3714,0.3007,23.7,0.226186333,0.001264481
33,5,0,0,0,0,7.2,36,22,6037106641,0.1553,0.5934,0.2551,0.0605,0.1226,19.2,0.080064211,0.000112894
34,5,0,1,0,0,27.1,52,88,6037104103,0.4486,0.4472,0.7447,0.5682,0.5613,26.9,0.048482402,9.10075E-05
35,4,0,0,0,0,11.3,128,56,6037297201,0.5734,0.3392,0.6878,0.6548,0.6085,26.1,0.028074417,3.92887E-05
36,4,0,0,0,0,7.4,32,45,6037297500,0.0934,0.3464,0.2724,0.2759,0.1735,22.1,0.097947936,0.000193551
37,3,0,0,0,0,44,223,281,6037120104,0.7178,0.697,0.8656,0.904,0.8656,27.6,0.044315234,4.3905E-05
38,4,0,0,0,0,38.3,273,261,6037117530,0.8985,0.5573,0.9119,0.9003,0.9235,26.4,0.030152172,5.48462E-05
39,6,0,0,0,0,38.1,236,175,6037119900,0.6448,0.2904,0.8468,0.4382,0.6048,22.6,0.045597898,0.000102927
40,3,0,0,0,0,49.4,159,168,6037120103,0.9925,0.8326,0.989,0.7648,0.9727,33.9,0.017495168,1.41123E-05
41,4,0,0,0,0,31.9,58,146,6037119201,0.6823,0.4076,0.8236,0.6964,0.711,25.8,0.047629037,9.30924E-05
42,3,0,0,0,0,20.1,74,82,6037119341,0.7958,0.7015,0.8659,0.531,0.7734,23.2,0.026007137,3.19392E-05
43,4,0,1,0,0,45.3,190,218,6037117408,0.9708,0.8629,0.9215,0.7268,0.9492,31.8,0.038314606,3.68344E-05
44,4,0,0,0,0,42,106,249,6037117407,0.9578,0.8296,0.9938,0.7431,0.9539,34.1,0.025203497,1.94798E-05
45,6,0,1,0,0,39.3,145,203,6037117101,0.5626,0.2569,0.8214,0.4886,0.5718,20.3,0.035778804,7.6533E-05
46,4,0,1,0,0,6.6,13,32,6037117101,0.5626,0.2569,0.8214,0.4886,0.5718,20.3,0.035778804,7.6533E-05
47,4,0,0,0,0,11.8,0,102,6037117101,0.5626,0.2569,0.8214,0.4886,0.5718,20.3,0.035778804,7.6533E-05
48,4,0,0,0,0,19.4,204,129,6037186100,0.2676,0.2272,0.4898,0.2256,0.2499,19.9,0.077565002,0.000128394
49,3,0,0,0,0,8.6,154,176,6037292000,0.7977,0.6552,0.825,0.817,0.8473,27.5,0.156504388,0.000364089
50,3,0,1,0,0,25.9,392,265,6037186401,0.8556,0.74,0.9306,0.6942,0.8721,28.2,0.054023203,9.1501E-05
51,3,0,0,0,0,7.4,16,23,6037262604,0.0003,0.4635,0.0941,0.1254,0.0459,17.6,0.155386328,0.00054584
52,3,0,0,0,0,15,154,23,6037267403,0.3364,0.0124,0.3308,0.3455,0.1409,18.4,0.028008643,2.27559E-05
53,8,0,0,0,0,8.1,48,57,6037113211,0.0747,0.1948,0.195,0.3274,0.1339,20.1,0.152322934,0.000713756
54,8,1,1,1,0,17.9,111,145,6037101400,0.4437,0.6327,0.3816,0.6645,0.5286,23.5,0.170285704,0.000616585
55,7,0,0,0,0,3.3,16,0,6037102103,0.4497,0.2498,0.3779,0.1098,0.245,20.9,0.052901742,0.00011642
56,5,0,0,0,0,7.8,0,41,6037111204,0.1109,0.3368,0.252,0.0305,0.0552,18.1,0.076984534,0.00032554
57,6,0,0,0,0,5.4,75,53,6037108201,0.0676,0.1294,0.48,0.0444,0.055,15.1,0.113740686,0.000275494
58,6,0,0,0,0,10,16,53,6037106604,0.7404,0.9728,0.8648,0.6791,0.8773,29.1,0.154681108,0.000254121
59,4,0,0,0,0,6.6,11,19,6037106645,0.3544,0.281,0.2409,0.0361,0.1185,19.9,0.097628991,0.000245015
60,4,0,0,0,0,8.4,29,78,6037106010,0.5689,0.812,0.6068,0.2663,0.5502,26.7,0.095129895,0.000246656
61,3,0,1,0,0,29.6,130,143,6037104105,0.8583,0.83,0.8772,0.9074,0.9443,29.4,0.051952518,5.72563E-05
62,3,0,0,0,0,11.5,68,0,6037265601,0.0884,0.1547,0.2048,0.4732,0.176,18,0.037240716,6.11071E-05
63,4,0,0,0,0,12.3,33,48,6037293306,0.2535,0.3781,0.5854,0.4737,0.391,22.4,0.041423598,5.85836E-05
64,4,0,0,0,0,17.7,127,24,6037276603,0.0509,0.108,0.177,0.1499,0.0464,19.3,0.033269367,4.41828E-05
65,4,0,0,0,0,7.4,112,9,6037276601,0.1282,0.0596,0.1975,0.0447,0.0171,20.1,0.074377902,0.000218713
66,5,0,0,0,0,18.7,25,84,6037269000,0.054,0.2551,0.1517,0.5227,0.1869,18.6,0.102428639,0.000223194
67,3,0,0,0,0,15.6,173,30,6037269905,0.3539,0.005,0.4695,0.5731,0.2144,18.9,0.02365361,2.18509E-05
68,4,0,0,0,0,8.1,53,0,6037267901,0.0573,0.5609,0.285,0.3054,0.2052,16.6,0.062578878,0.000108603
69,4,0,1,0,0,22.9,214,214,6037104103,0.4486,0.4472,0.7447,0.5682,0.5613,26.9,0.048482402,9.10075E-05
70,4,0,1,0,0,20.5,85,185,6037291110,0.7367,0.9611,0.8066,0.5147,0.8102,34.5,0.05573929,6.91628E-05
71,5,0,0,0,0,38.9,171,228,6037241202,0.9227,0.9481,0.9191,0.9348,0.9862,35.6,0.042369206,0.000113376
72,4,0,1,0,1,39.7,174,306,6037241201,0.9158,0.8499,0.9176,0.8219,0.9478,34,0.031943018,4.7391E-05
73,5,0,0,0,0,8.7,191,99,6037273200,0.5295,0.2104,0.457,0.5716,0.4749,25,0.036292691,6.26587E-05
74,2,0,0,0,0,33.8,141,270,6037535001,0.9135,0.6741,0.9668,0.3514,0.7951,25.24,0.027461755,8.89463E-07
75,4,0,0,0,0,6.6,15,13,6037102103,0.4497,0.2498,0.3779,0.1098,0.245,20.9,0.052901742,0.00011642
76,5,0,0,0,0,3.6,53,34,6037295103,0.1024,0.3093,0.2589,0.1066,0.0957,20.8,0.091200948,0.000197463
77,9,0,0,0,0,10,68,0,6037275302,0.2325,0.2846,0.1704,0.3308,0.2138,20.1,0.063070318,0.000174728
78,4,0,0,0,0,2.7,31,25,6037275101,0.3127,0.4979,0.5177,0.2848,0.3534,20.5,0.029924106,3.23245E-05
79,4,0,1,0,0,30.4,77,189,6037240402,0.9185,0.8407,0.8978,0.5239,0.8702,35.4,0.066461413,5.88895E-05
80,4,0,1,0,0,48.5,208,276,6037239502,0.9787,0.6864,0.9693,0.7143,0.9324,35.5,0.04180584,5.01216E-05
81,4,0,1,0,1,44.6,364,290,6037234800,0.6792,0.648,0.7163,0.6396,0.7064,30.7,0.044845712,6.37953E-05
82,3,0,0,0,0,15.2,147,0,6037214901,0.2468,0.1015,0.2204,0.4848,0.2267,19.6,0.022639823,3.02417E-05
83,4,0,0,0,0,7.7,94,8,6037214501,0.2552,0.0725,0.4202,0.3501,0.2174,16.7,0.082891904,7.33906E-05
84,3,0,0,0,0,18.9,212,59,6037212420,0.82,0.2552,0.9728,0.9645,0.8977,23.9,0.015060214,1.39545E-05
85,3,0,0,0,0,31.3,559,39,6037212101,0.6003,0.0433,0.8983,0.6967,0.5745,18.3,0.01725614,1.81447E-05
86,5,0,0,0,0,32.3,200,117,6037211120,0.7902,0.0113,0.9476,0.8591,0.6644,17,0.036772254,5.52689E-05
87,3,0,0,0,0,17,406,219,6037211921,0.6389,0.09,0.9109,0.7251,0.6433,20.6,0.012246088,9.04974E-06
88,3,0,0,0,0,26.5,229,98,6037211802,0.4914,0.0322,0.8411,0.8786,0.5642,19,0.04220424,3.1776E-05
89,4,0,0,0,0,27.5,388,97,6037211802,0.4914,0.0322,0.8411,0.8786,0.5642,19,0.04220424,3.1776E-05
90,3,0,0,0,0,26.3,329,139,6037211122,0.6245,0.0543,0.8033,0.969,0.696,21.9,0.049046314,3.55795E-05
91,6,0,0,0,0,17.2,139,0,6037265100,0.035,0.6779,0.0127,0.3303,0.1551,17.8,0.073454851,0.000230571
92,3,0,1,0,1,23,359,53,6037232400,0.7323,0.654,0.9005,0.7777,0.8191,33.6,0.042419154,0.000108607
93,4,0,1,0,0,22,122,129,6037232400,0.7323,0.654,0.9005,0.7777,0.8191,33.6,0.042419154,0.000108607
94,4,0,0,0,0,37.3,297,261,6037219800,0.8321,0.3759,0.932,0.8025,0.8371,33.6,0.04024753,4.35501E-05
95,5,0,0,0,0,10.4,206,9,6037194500,0.1946,0.2375,0.2244,0.4986,0.2543,19.4,0.045770529,6.54423E-05
96,5,0,0,0,0,29,155,52,6037214501,0.2552,0.0725,0.4202,0.3501,0.2174,16.7,0.082891904,7.33906E-05
97,6,0,0,0,0,13.4,72,48,6037212610,0.6235,0.2098,0.8784,0.6732,0.654,17.7,0.038081945,3.4741E-05
98,4,0,0,0,0,17.2,347,107,6037211703,0.4814,0.0555,0.8275,0.9554,0.6349,18.9,0.017449186,1.80185E-05
99,2,0,0,0,0,34.3,262,111,6037208301,0.8871,0.4631,0.9995,0.7695,0.8828,30.1,0.018514069,9.71486E-06
100,5,0,0,0,0,34,798,40,6037207301,0.4883,0.183,0.5592,0.6647,0.502,24.1,0.066405721,4.17892E-05
101,5,0,0,0,0,35.6,1745,495,6037206300,0.9827,0.1582,0.5202,0.9624,0.8494,47.5,0.047386749,6.03296E-05
102,2,0,0,0,0,44.8,435,60,6037206020,0.7263,0.0131,0.5109,0.7451,0.4835,28.1,0.039921404,8.52828E-05
103,4,0,0,0,0,42.8,394,45,6037197700,0.6748,0.3485,0.8378,0.5783,0.6656,18.6,0.044897293,6.82812E-05
104,7,0,0,0,0,25.5,141,81,6037192700,0.8049,0.1457,0.7872,0.9541,0.8098,25.4,0.044409388,5.19438E-05
105,4,0,0,0,0,13.9,334,85,6037189101,0.3389,0.0784,0.2996,0.3431,0.223,19.9,0.035144931,3.85932E-05
106,5,0,0,0,0,13.4,43,40,6037185100,0.5073,0.0851,0.6462,0.6005,0.4723,23.3,0.080985127,0.000224075
107,7,0,0,0,0,15.3,122,69,6037185202,0.5339,0.3462,0.636,0.2771,0.4554,24.7,0.0570843,0.000117559
108,3,0,0,0,0,18.2,172,79,6037208402,0.7804,0.3107,0.8596,0.8964,0.8242,24.7,0.02812638,3.35909E-05
109,3,0,0,0,0,10.9,237,14,6037207400,0.6656,0.0267,0.7204,0.9771,0.6641,29,0.069350301,8.54231E-05
110,4,0,0,0,0,17.4,894,211,6037206200,0.7546,0.542,0.825,0.9987,0.9486,26.7,0.043844887,5.67863E-05
111,4,0,0,0,0,39.9,571,57,6037190801,0.8207,0.7285,0.6435,0.9642,0.9017,29.8,0.031943774,3.16691E-05
112,4,0,0,0,0,44.1,350,91,6037190401,0.5828,0.0595,0.5234,0.8554,0.5438,23.3,0.016213217,1.62816E-05
113,4,0,0,0,0,24.1,365,86,6037189201,0.5585,0.1049,0.4242,0.449,0.3984,22.1,0.024797139,3.18245E-05
114,5,0,0,0,0,34.8,593,133,6037189600,0.3379,0.0109,0.1811,0.5964,0.1718,20.8,0.060910287,0.00010486
115,3,0,0,0,0,20.4,235,57,6037189902,0.4717,0.0497,0.3061,0.3754,0.2693,20.1,0.026737355,3.45945E-05
116,7,0,0,0,0,19.7,200,48,6037206020,0.7263,0.0131,0.5109,0.7451,0.4835,28.1,0.039921404,8.52828E-05
117,5,0,1,0,0,28.3,79,177,6037186100,0.2676,0.2272,0.4898,0.2256,0.2499,19.9,0.077565002,0.000128394
118,4,0,1,0,0,9.5,21,26,6037183103,0.7117,0.3,0.8046,0.3561,0.599,26,0.071513128,6.48105E-05
119,2,0,1,0,0,15.2,117,104,6037311801,0.3672,0.1716,0.5113,0.3709,0.3361,25.24,0.005307744,1.56437E-07
120,14,0,0,0,0,0,0,0,6037276603,0.0509,0.108,0.177,0.1499,0.0464,19.3,0.033269367,4.41828E-05
121,8,0,0,0,0,0,0,0,6037101122,0.1614,0.369,0.1713,0.064,0.0839,20.8,0.106864123,0.000264523
122,6,0,1,0,0,21.5,68,53,6037183103,0.7117,0.3,0.8046,0.3561,0.599,26,0.071513128,6.48105E-05
123,3,0,0,0,0,24.4,138,36,6037127805,0.7303,0.5064,0.8181,0.9132,0.8327,26.7,0.049435507,6.01013E-05
124,3,0,1,0,0,25.9,162,116,6037127605,0.8982,0.5977,0.8969,0.5583,0.8181,30.4,0.031993014,6.34321E-05
125,4,0,1,0,1,13.8,187,35,6037125401,0.3752,0.0044,0.334,0.5965,0.196,21.5,0.037108413,3.87851E-05
126,5,0,0,0,0,32.5,101,151,6037121101,0.7733,0.1805,0.7498,0.5226,0.6393,26.7,0.033184016,4.55152E-05
127,6,0,0,0,0,25.6,114,76,6037119400,0.7065,0.5435,0.8745,0.7739,0.7792,25.7,0.05133261,0.000109741
128,5,0,1,0,0,47.5,0,12,6037111302,0.5116,0.79,0.4352,0.746,0.6311,19.9,0.056132666,0.000151704
129,2,0,0,0,0,13.5,43,59,6037113235,0.2189,0.5673,0.2301,0.2528,0.2421,25.24,0.043329085,1.09074E-06
130,5,0,0,0,0,11.1,38,143,6037104201,0.8534,0.6371,0.9597,0.2878,0.7352,30.9,0.05202105,0.000105961
131,10,0,0,0,0,0,4,4,6037127711,0.6939,0.1089,0.5941,0.3155,0.4651,26.3,0.042423311,9.25661E-05
132,5,0,0,0,0,0,0,0,6037113231,0.3056,0.3658,0.2342,0.2214,0.2323,20.4,0.10031209,0.00017944
133,9,0,0,0,0,0,0,0,6037106510,0.3236,0.7708,0.6566,0.8608,0.6474,23.9,0.130637275,0.000558828
134,8,0,0,0,0,0,0,0,6037103200,0.4181,0.8161,0.4567,0.9259,0.6798,25,0.165479783,0.000657047
135,5,0,0,0,0,0,0,0,6037101400,0.4437,0.6327,0.3816,0.6645,0.5286,23.5,0.170285704,0.000616585
136,4,0,1,0,1,22.2,137,176,6037104310,0.715,0.5604,0.9613,0.4534,0.714,29.7,0.079997229,0.000145164
137,8,1,1,1,0,35.7,6,72,6037293306,0.2535,0.3781,0.5854,0.4737,0.391,22.4,0.041423598,5.85836E-05
138,3,0,0,0,0,7.9,191,29,6037262802,0.0167,0.5983,0.0085,0.0318,0.0212,18.5,0.13610855,0.000320271
139,5,0,0,0,0,12.4,221,28,6037214800,0.1721,0.0205,0.0231,0.3009,0.042,19,0.049328486,5.60903E-05
140,2,0,0,0,0,15.3,409,13,6037214901,0.2468,0.1015,0.2204,0.4848,0.2267,19.6,0.022639823,3.02417E-05
141,3,0,0,0,0,13.7,421,27,6037194200,0.149,0.0508,0.0779,0.1746,0.0431,20.2,0.093433342,0.000257925
142,3,0,0,0,0,9.3,96,44,6037194300,0.0053,0.0407,0.0277,0.0595,0.0008,21.1,0.099481807,0.000236872
143,1,0,0,0,0,24.4,616,48,6037191901,0.5146,0.0194,0.4486,0.3929,0.2777,22.2,0.060770552,7.53548E-05
144,1,0,0,0,0,3.1,42,24,6037297400,0.2963,0.2934,0.1384,0.3535,0.2392,20.7,0.068507578,0.000196559
145,8,0,0,0,0,4.5,10,9,6037108102,0.4211,0.6804,0.4964,0.0519,0.2964,17.6,0.06112227,0.000211965
146,6,0,0,0,0,31.7,54,113,6037104500,0.748,0.7537,0.9563,0.2198,0.6833,29.5,0.034925543,5.19728E-05
147,8,0,0,0,0,28.6,67,82,6037104401,0.8628,0.5992,0.9849,0.255,0.7288,29,0.073710818,6.79637E-05
148,3,0,0,0,0,13.6,42,55,6037277200,0.6537,0.178,0.5743,0.3252,0.4712,25.6,0.072936001,0.00010131
149,6,0,0,0,0,17.9,386,22,6037265201,0.4032,0.0446,0.1052,0.869,0.3501,19.1,0.042918522,4.40327E-05
150,5,0,0,0,0,11,125,0,6037264000,0.0268,0.3492,0.0492,0.0337,0.0155,18.1,0.079195648,0.000181687
151,4,0,0,0,0,8.8,26,45,6037137000,0.2371,0.4802,0.2393,0.3211,0.2669,19.8,0.127876074,0.000295492
152,4,0,0,0,0,25.3,690,184,6037191901,0.5146,0.0194,0.4486,0.3929,0.2777,22.2,0.060770552,7.53548E-05
153,3,0,0,0,0,5.7,81,0,6037262604,0.0003,0.4635,0.0941,0.1254,0.0459,17.6,0.155386328,0.00054584
154,4,0,1,0,0,37,195,394,6037240200,0.9797,0.7453,0.9276,0.7707,0.946,34,0.045813318,7.25424E-05
155,5,0,1,0,1,39.5,208,232,6037237101,0.9145,0.7256,0.9599,0.7358,0.9117,35.5,0.032888393,6.0976E-05
156,6,0,0,0,0,23.5,502,106,6037211701,0.3212,0.3306,0.6869,0.6759,0.5005,16.2,0.032503189,6.33443E-05
157,3,0,0,0,0,26.4,155,73,6037211120,0.7902,0.0113,0.9476,0.8591,0.6644,17,0.036772254,5.52689E-05
158,6,0,0,0,0,43.4,246,65,6037197700,0.6748,0.3485,0.8378,0.5783,0.6656,18.6,0.044897293,6.82812E-05
159,8,0,0,0,0,11.4,224,43,6037143700,0.1687,0.0156,0.0379,0.2259,0.0237,19.7,0.122093256,0.000323037
160,6,0,0,0,0,21.2,203,0,6037191901,0.5146,0.0194,0.4486,0.3929,0.2777,22.2,0.060770552,7.53548E-05
161,6,0,0,0,0,33.5,278,57,6037189600,0.3379,0.0109,0.1811,0.5964,0.1718,20.8,0.060910287,0.00010486
162,5,0,0,0,0,17.5,151,9,6037189903,0.4039,0.0088,0.2229,0.4244,0.1552,20.4,0.019623253,8.26594E-06
163,6,0,0,0,0,11.6,107,9,6037143100,0.2977,0.0212,0.3096,0.606,0.2177,20.3,0.058386449,0.000173368
164,6,0,0,0,0,11.6,77,26,6037124600,0.2962,0.0929,0.1116,0.3234,0.163,20.7,0.042191466,0.000109293
165,5,0,0,0,0,14.8,181,176,6037113234,0.5209,0.8826,0.7493,0.9909,0.8786,24,0.051429104,9.92089E-05
166,6,0,0,0,0,10.7,10,16,6037199700,0.8037,0.5521,0.8416,0.965,0.9085,27.5,0.054063607,9.4102E-05
167,5,0,1,0,1,44,424,140,6037199700,0.8037,0.5521,0.8416,0.965,0.9085,27.5,0.054063607,9.4102E-05
168,5,0,0,0,0,25.3,489,47,6037207301,0.4883,0.183,0.5592,0.6647,0.502,24.1,0.066405721,4.17892E-05
169,6,0,0,0,0,93.1,20,0,6037206020,0.7263,0.0131,0.5109,0.7451,0.4835,28.1,0.039921404,8.52828E-05
170,3,0,0,0,0,79,2032,526,6037206031,0.1416,0.006,0.4234,0.6756,0.1566,16.9,0.115367449,0.000459892
171,7,0,0,0,0,33.9,428,292,6037197600,0.4838,0.0359,0.6692,0.5182,0.3907,21.4,0.039039572,3.90833E-05
172,4,0,0,0,0,20.3,302,101,6037195802,0.6403,0.3264,0.816,0.5564,0.6383,21.7,0.052230465,3.92443E-05
173,7,0,0,0,0,27.5,304,147,6037195802,0.6403,0.3264,0.816,0.5564,0.6383,21.7,0.052230465,3.92443E-05
174,3,0,0,0,0,25,282,112,6037208710,0.4514,0.2212,0.9088,0.7855,0.6291,17.5,0.022085497,1.62927E-05
175,4,0,0,0,0,50.9,439,81,6037208902,0.9222,0.3034,0.998,0.9797,0.9567,33.1,0.017257655,1.79629E-05
176,3,0,0,0,0,29.8,181,175,6037219700,0.6704,0.7736,0.8925,0.6668,0.7771,30.9,0.06984777,0.000106535
177,4,0,1,0,0,28.5,87,211,6037219010,0.7467,0.2212,0.875,0.3479,0.6145,31.2,0.052383765,4.29982E-05
178,5,0,1,0,1,28.2,464,369,6037218900,0.7307,0.306,0.806,0.9272,0.8043,34.4,0.035562628,6.8842E-05
179,7,0,0,0,0,32.2,161,158,6037219700,0.6704,0.7736,0.8925,0.6668,0.7771,30.9,0.06984777,0.000106535
180,7,0,0,0,0,11.4,222,127,6037218702,0.8348,0.5499,0.9074,0.9224,0.9086,33.3,0.032346924,3.50373E-05
181,5,0,0,0,0,22.7,233,139,6037221110,0.9709,0.8323,0.9881,0.9997,0.9996,33.1,0.021525973,2.29227E-05
182,4,0,1,0,1,18.4,222,231,6037219020,0.8139,0.7887,0.8532,0.767,0.8684,32.4,0.044708834,7.06947E-05
183,3,0,0,0,0,34.7,425,81,6037221110,0.9709,0.8323,0.9881,0.9997,0.9996,33.1,0.021525973,2.29227E-05
184,4,0,0,0,0,33.1,311,120,6037221120,0.9277,0.5267,0.9923,0.8289,0.9225,32.5,0.023123797,3.11832E-05
185,5,0,0,0,0,38.5,372,235,6037221210,0.7699,0.4675,0.9584,0.8075,0.8331,28.9,0.040485458,3.5108E-05
186,3,0,0,0,0,43.4,323,271,6037221500,0.9623,0.8492,0.9149,0.9915,0.9959,32.9,0.034505644,3.71613E-05
187,5,0,0,0,0,62.7,315,75,6037221810,0.9875,0.0578,0.7059,0.9296,0.8266,24.8,0.037090388,2.96889E-05
188,5,0,0,0,0,63.3,359,62,6037221710,0.8388,0.3713,0.9065,0.792,0.8276,27.8,0.025025233,3.20772E-05
189,3,0,0,0,0,62.2,227,83,6037221810,0.9875,0.0578,0.7059,0.9296,0.8266,24.8,0.037090388,2.96889E-05
190,5,0,0,0,0,27.2,203,165,6037221810,0.9875,0.0578,0.7059,0.9296,0.8266,24.8,0.037090388,2.96889E-05
191,3,0,0,0,0,33.9,250,197,6037221810,0.9875,0.0578,0.7059,0.9296,0.8266,24.8,0.037090388,2.96889E-05
192,4,0,0,0,0,39.2,282,217,6037222600,0.9682,0.1553,0.834,0.8437,0.8478,29.6,0.040685225,6.35875E-05
193,3,0,0,0,0,13.2,103,84,6037125501,0.4199,0.0148,0.4166,0.3386,0.1992,25.1,0.038253342,4.53901E-05
194,5,0,0,0,0,9.3,147,48,6037125401,0.3752,0.0044,0.334,0.5965,0.196,21.5,0.037108413,3.87851E-05
195,7,0,0,0,0,17.9,171,134,6037123800,0.4632,0.4471,0.4238,0.5405,0.4759,24.5,0.050488829,0.000126467
196,3,0,0,0,0,23.2,51,42,6037121801,0.8531,0.5218,0.821,0.5417,0.76,30,0.031975011,4.75158E-05
197,5,0,1,0,0,28.6,109,204,6037121801,0.8531,0.5218,0.821,0.5417,0.76,30,0.031975011,4.75158E-05
198,6,0,0,0,0,15.2,40,42,6037104403,0.8708,0.4504,0.9639,0.3107,0.724,28.7,0.059236183,6.76587E-05
199,3,0,0,0,0,7.9,23,101,6037119002,0.6369,0.5216,0.8943,0.8566,0.7846,25.5,0.097638269,0.000166388
200,6,0,0,0,0,19.5,79,109,6037104403,0.8708,0.4504,0.9639,0.3107,0.724,28.7,0.059236183,6.76587E-05
201,4,0,0,0,0,7.9,27,113,6037119001,0.6696,0.7401,0.8073,0.233,0.6162,23.4,0.086187487,0.000105195
202,4,0,0,0,0,3.3,12,19,6037117201,0.7897,0.8679,0.7934,0.944,0.9339,26.5,0.048994174,7.77207E-05
203,5,0,0,0,0,30.6,31,109,6037115302,0.7258,0.6292,0.8636,0.7787,0.8037,28.8,0.036959175,8.17052E-05
204,5,0,0,0,0,27,91,142,6037115202,0.347,0.0759,0.3772,0.7119,0.3596,19.8,0.077643413,0.00017024
205,4,0,0,0,0,20.8,36,108,6037104310,0.715,0.5604,0.9613,0.4534,0.714,29.7,0.079997229,0.000145164
206,3,0,1,0,0,21.2,26,87,6037104610,0.7767,0.6281,0.9584,0.4135,0.7411,29.5,0.042728091,5.78995E-05
207,6,0,1,0,0,15.6,144,241,6037104105,0.8583,0.83,0.8772,0.9074,0.9443,29.4,0.051952518,5.72563E-05
208,2,0,0,0,0,25.9,33,122,6037530901,0.869,0.2924,0.9715,0.4185,0.7292,25.24,0.018947069,2.61918E-07
